date,soil_moisture
2024-05-20,0.38375000000000004
2024-05-21,0.4043333333333334
2024-05-22,0.401875
2024-05-23,0.3904166666666667
2024-05-24,0.41566666666666663
2024-05-25,0.393
2024-05-26,0.37845833333333334
2024-05-27,0.3919166666666667
2024-05-28,0.391125
2024-05-29,0.387
2024-05-30,0.4135416666666667
2024-05-31,0.4225833333333333
2024-06-01,0.4320833333333333
2024-06-02,0.42825
2024-06-03,0.41183333333333333
2024-06-04,0.39479166666666665
2024-06-05,0.38095833333333334
2024-06-06,0.38058333333333333
2024-06-07,0.356875
2024-06-08,0.3476666666666666
2024-06-09,0.35154166666666664
2024-06-10,0.330125
2024-06-11,0.3105
2024-06-12,0.30524999999999997
2024-06-13,0.2920833333333333
2024-06-14,0.29820833333333335
2024-06-15,0.3765
2024-06-16,0.35520833333333335
2024-06-17,0.357375
2024-06-18,0.343375
2024-06-19,0.3785416666666667
2024-06-20,0.3518333333333333
2024-06-21,0.35470833333333335
2024-06-22,0.37775
2024-06-23,0.37162500000000004
2024-06-24,0.348875
2024-06-25,0.32379166666666664
2024-06-26,0.3203333333333333
2024-06-27,0.386875
2024-06-28,0.38608333333333333
2024-06-29,0.3645416666666667
2024-06-30,0.383375
2024-07-01,0.4010833333333334
2024-07-02,0.3855
2024-07-03,0.41762499999999997
2024-07-04,0.4157916666666666
2024-07-05,0.39433333333333337
2024-07-06,0.39795833333333336
2024-07-07,0.40058333333333335
2024-07-08,0.37833333333333335
2024-07-09,0.351
2024-07-10,0.36604166666666665
2024-07-11,0.38958333333333334
2024-07-12,0.39266666666666666
2024-07-13,0.384625
2024-07-14,0.3617083333333333
2024-07-15,0.34470833333333334
2024-07-16,0.360125
2024-07-17,0.338625
2024-07-18,0.31845833333333334
2024-07-19,0.299375
2024-07-20,0.36000000000000004
2024-07-21,0.34029166666666666
2024-07-22,0.35262499999999997
2024-07-23,0.35045833333333337
2024-07-24,0.33445833333333336
2024-07-25,0.311125
2024-07-26,0.28920833333333335
2024-07-27,0.29304166666666664
2024-07-28,0.318125
2024-07-29,0.28991666666666666
2024-07-30,0.26675
2024-07-31,0.24875
