time,RWS_10,rolling_1h_sum,rolling_6h_sum,classification
2023-07-30 07:10:00,0.0,0.16,0.67,Low
2023-07-30 07:20:00,0.0,0.16,0.67,Low
2023-07-30 07:30:00,0.0,0.16,0.67,Low
2023-07-30 07:40:00,0.0,0.16,0.67,Low
2023-07-30 07:50:00,0.0,0.0,0.67,Low
2023-07-30 08:00:00,0.36,0.36,1.03,Low
2023-07-30 08:10:00,0.21,0.57,1.24,Low
2023-07-30 08:20:00,0.85,1.42,2.09,Low
2023-07-30 08:30:00,0.5,1.92,2.59,Low
2023-07-30 08:40:00,0.0,1.92,2.59,Low
2023-07-30 08:50:00,0.0,1.92,2.59,Low
2023-07-30 09:00:00,0.0,1.56,2.59,Low
2023-07-30 09:10:00,0.0,1.3499999999999999,2.59,Low
2023-07-30 09:20:00,0.0,0.5,2.59,Low
2023-07-30 09:30:00,0.0,0.0,2.59,Low
2023-07-30 09:40:00,0.0,0.0,2.59,Low
2023-07-30 09:50:00,0.0,0.0,2.59,Low
2023-07-30 10:00:00,0.0,0.0,2.59,Low
2023-07-30 10:10:00,0.0,0.0,2.59,Low
2023-07-30 10:20:00,0.0,0.0,2.59,Low
2023-07-30 10:30:00,0.0,0.0,2.59,Low
2023-07-30 10:40:00,0.0,0.0,2.59,Low
2023-07-30 10:50:00,0.0,0.0,2.59,Low
2023-07-30 11:00:00,0.0,0.0,2.42,Low
2023-07-30 11:10:00,0.0,0.0,2.42,Low
2023-07-30 11:20:00,0.0,0.0,2.25,Low
2023-07-30 11:30:00,0.0,0.0,2.25,Low
2023-07-30 11:40:00,0.0,0.0,2.25,Low
2023-07-30 11:50:00,0.0,0.0,2.25,Low
2023-07-30 12:00:00,0.0,0.0,2.25,Low
2023-07-30 12:10:00,0.0,0.0,2.08,Low
2023-07-30 12:20:00,0.0,0.0,2.08,Low
2023-07-30 12:30:00,0.0,0.0,2.08,Low
2023-07-30 12:40:00,0.0,0.0,2.08,Low
2023-07-30 12:50:00,0.0,0.0,1.92,Low
2023-07-30 13:00:00,0.0,0.0,1.92,Low
2023-07-30 13:10:00,0.0,0.0,1.92,Low
2023-07-30 13:20:00,0.0,0.0,1.92,Low
2023-07-30 13:30:00,0.0,0.0,1.92,Low
2023-07-30 13:40:00,0.0,0.0,1.92,Low
2023-07-30 13:50:00,0.0,0.0,1.92,Low
2023-07-30 14:00:00,0.0,0.0,1.56,Low
2023-07-30 14:10:00,0.0,0.0,1.35,Low
2023-07-30 14:20:00,0.0,0.0,0.5,Low
2023-07-30 14:30:00,0.0,0.0,0.0,Low
2023-07-30 14:40:00,0.0,0.0,0.0,Low
2023-07-30 14:50:00,0.0,0.0,0.0,Low
2023-07-30 15:00:00,0.0,0.0,0.0,Low
2023-07-30 15:10:00,0.0,0.0,0.0,Low
2023-07-30 15:20:00,0.0,0.0,0.0,Low
2023-07-30 15:30:00,0.0,0.0,0.0,Low
2023-07-30 15:40:00,0.0,0.0,0.0,Low
2023-07-30 15:50:00,0.0,0.0,0.0,Low
2023-07-30 16:00:00,0.0,0.0,0.0,Low
2023-07-30 16:10:00,0.0,0.0,0.0,Low
2023-07-30 16:20:00,0.0,0.0,0.0,Low
2023-07-30 16:30:00,0.0,0.0,0.0,Low
2023-07-30 16:40:00,0.0,0.0,0.0,Low
2023-07-30 16:50:00,0.0,0.0,0.0,Low
2023-07-30 17:00:00,0.0,0.0,0.0,Low
2023-07-30 17:10:00,0.0,0.0,0.0,Low
2023-07-30 17:20:00,0.0,0.0,0.0,Low
2023-07-30 17:30:00,0.0,0.0,0.0,Low
2023-07-30 17:40:00,0.0,0.0,0.0,Low
2023-07-30 17:50:00,0.0,0.0,0.0,Low
2023-07-30 18:00:00,0.0,0.0,0.0,Low
2023-07-30 18:10:00,0.0,0.0,0.0,Low
2023-07-30 18:20:00,0.0,0.0,0.0,Low
2023-07-30 18:30:00,0.0,0.0,0.0,Low
2023-07-30 18:40:00,0.0,0.0,0.0,Low
2023-07-30 18:50:00,0.0,0.0,0.0,Low
2023-07-30 19:00:00,0.0,0.0,0.0,Low
2023-07-30 19:10:00,0.0,0.0,0.0,Low
2023-07-30 19:20:00,0.0,0.0,0.0,Low
2023-07-30 19:30:00,0.0,0.0,0.0,Low
2023-07-30 19:40:00,0.0,0.0,0.0,Low
2023-07-30 19:50:00,0.0,0.0,0.0,Low
2023-07-30 20:00:00,0.0,0.0,0.0,Low
2023-07-30 20:10:00,0.0,0.0,0.0,Low
2023-07-30 20:20:00,0.0,0.0,0.0,Low
2023-07-30 20:30:00,0.0,0.0,0.0,Low
2023-07-30 20:40:00,0.0,0.0,0.0,Low
2023-07-30 20:50:00,0.0,0.0,0.0,Low
2023-07-30 21:00:00,0.0,0.0,0.0,Low
2023-07-30 21:10:00,0.0,0.0,0.0,Low
2023-07-30 21:20:00,0.0,0.0,0.0,Low
2023-07-30 21:30:00,0.0,0.0,0.0,Low
2023-07-30 21:40:00,0.0,0.0,0.0,Low
2023-07-30 21:50:00,0.0,0.0,0.0,Low
2023-07-30 22:00:00,0.0,0.0,0.0,Low
2023-07-30 22:10:00,0.0,0.0,0.0,Low
2023-07-30 22:20:00,0.0,0.0,0.0,Low
2023-07-30 22:30:00,0.0,0.0,0.0,Low
2023-07-30 22:40:00,0.0,0.0,0.0,Low
2023-07-30 22:50:00,0.0,0.0,0.0,Low
2023-07-30 23:00:00,0.0,0.0,0.0,Low
2023-07-30 23:10:00,0.0,0.0,0.0,Low
2023-07-30 23:20:00,0.0,0.0,0.0,Low
2023-07-30 23:30:00,0.0,0.0,0.0,Low
2023-07-30 23:40:00,0.0,0.0,0.0,Low
2023-07-30 23:50:00,0.0,0.0,0.0,Low
2023-07-31 00:00:00,0.0,0.0,0.0,Low
2023-07-31 00:10:00,0.0,0.0,0.0,Low
2023-07-31 00:20:00,0.0,0.0,0.0,Low
2023-07-31 00:30:00,0.0,0.0,0.0,Low
2023-07-31 00:40:00,0.0,0.0,0.0,Low
2023-07-31 00:50:00,0.0,0.0,0.0,Low
2023-07-31 01:00:00,0.0,0.0,0.0,Low
2023-07-31 01:10:00,0.0,0.0,0.0,Low
2023-07-31 01:20:00,0.0,0.0,0.0,Low
2023-07-31 01:30:00,0.0,0.0,0.0,Low
2023-07-31 01:40:00,0.0,0.0,0.0,Low
2023-07-31 01:50:00,0.0,0.0,0.0,Low
2023-07-31 02:00:00,0.0,0.0,0.0,Low
2023-07-31 02:10:00,0.0,0.0,0.0,Low
2023-07-31 02:20:00,0.0,0.0,0.0,Low
2023-07-31 02:30:00,0.0,0.0,0.0,Low
2023-07-31 02:40:00,0.0,0.0,0.0,Low
2023-07-31 02:50:00,0.0,0.0,0.0,Low
2023-07-31 03:00:00,0.0,0.0,0.0,Low
2023-07-31 03:10:00,0.0,0.0,0.0,Low
2023-07-31 03:20:00,0.0,0.0,0.0,Low
2023-07-31 03:30:00,0.0,0.0,0.0,Low
2023-07-31 03:40:00,0.0,0.0,0.0,Low
2023-07-31 03:50:00,0.0,0.0,0.0,Low
2023-07-31 04:00:00,0.0,0.0,0.0,Low
2023-07-31 04:10:00,0.0,0.0,0.0,Low
2023-07-31 04:20:00,0.0,0.0,0.0,Low
2023-07-31 04:30:00,0.0,0.0,0.0,Low
2023-07-31 04:40:00,0.0,0.0,0.0,Low
2023-07-31 04:50:00,0.0,0.0,0.0,Low
2023-07-31 05:00:00,0.0,0.0,0.0,Low
2023-07-31 05:10:00,0.0,0.0,0.0,Low
2023-07-31 05:20:00,0.0,0.0,0.0,Low
2023-07-31 05:30:00,0.0,0.0,0.0,Low
2023-07-31 05:40:00,0.0,0.0,0.0,Low
2023-07-31 05:50:00,0.0,0.0,0.0,Low
2023-07-31 06:00:00,0.0,0.0,0.0,Low
2023-07-31 06:10:00,0.0,0.0,0.0,Low
2023-07-31 06:20:00,0.0,0.0,0.0,Low
2023-07-31 06:30:00,0.0,0.0,0.0,Low
2023-07-31 06:40:00,0.0,0.0,0.0,Low
2023-07-31 06:50:00,0.0,0.0,0.0,Low
2023-07-31 07:00:00,0.0,0.0,0.0,Low
2023-07-31 07:10:00,0.0,0.0,0.0,Low
2023-07-31 07:20:00,0.0,0.0,0.0,Low
2023-07-31 07:30:00,0.0,0.0,0.0,Low
2023-07-31 07:40:00,0.0,0.0,0.0,Low
2023-07-31 07:50:00,0.0,0.0,0.0,Low
2023-07-31 08:00:00,0.0,0.0,0.0,Low
2023-07-31 08:10:00,0.0,0.0,0.0,Low
2023-07-31 08:20:00,0.0,0.0,0.0,Low
2023-07-31 08:30:00,0.0,0.0,0.0,Low
2023-07-31 08:40:00,0.0,0.0,0.0,Low
2023-07-31 08:50:00,0.0,0.0,0.0,Low
2023-07-31 09:00:00,0.0,0.0,0.0,Low
2023-07-31 09:10:00,0.0,0.0,0.0,Low
2023-07-31 09:20:00,0.0,0.0,0.0,Low
2023-07-31 09:30:00,0.0,0.0,0.0,Low
2023-07-31 09:40:00,0.0,0.0,0.0,Low
2023-07-31 09:50:00,0.0,0.0,0.0,Low
2023-07-31 10:00:00,0.0,0.0,0.0,Low
2023-07-31 10:10:00,0.0,0.0,0.0,Low
2023-07-31 10:20:00,0.0,0.0,0.0,Low
2023-07-31 10:30:00,0.0,0.0,0.0,Low
2023-07-31 10:40:00,0.0,0.0,0.0,Low
2023-07-31 10:50:00,0.0,0.0,0.0,Low
2023-07-31 11:00:00,0.0,0.0,0.0,Low
2023-07-31 11:10:00,0.0,0.0,0.0,Low
2023-07-31 11:20:00,0.0,0.0,0.0,Low
2023-07-31 11:30:00,0.0,0.0,0.0,Low
2023-07-31 11:40:00,0.0,0.0,0.0,Low
2023-07-31 11:50:00,0.0,0.0,0.0,Low
2023-07-31 12:00:00,0.0,0.0,0.0,Low
2023-07-31 12:10:00,0.0,0.0,0.0,Low
2023-07-31 12:20:00,0.0,0.0,0.0,Low
2023-07-31 12:30:00,0.0,0.0,0.0,Low
2023-07-31 12:40:00,0.0,0.0,0.0,Low
2023-07-31 12:50:00,0.0,0.0,0.0,Low
2023-07-31 13:00:00,0.0,0.0,0.0,Low
2023-07-31 13:10:00,0.0,0.0,0.0,Low
2023-07-31 13:20:00,0.0,0.0,0.0,Low
2023-07-31 13:30:00,0.0,0.0,0.0,Low
2023-07-31 13:40:00,0.0,0.0,0.0,Low
2023-07-31 13:50:00,0.0,0.0,0.0,Low
2023-07-31 14:00:00,0.0,0.0,0.0,Low
2023-07-31 14:10:00,0.0,0.0,0.0,Low
2023-07-31 14:20:00,0.0,0.0,0.0,Low
2023-07-31 14:30:00,0.0,0.0,0.0,Low
2023-07-31 14:40:00,0.0,0.0,0.0,Low
2023-07-31 14:50:00,0.0,0.0,0.0,Low
2023-07-31 15:00:00,0.0,0.0,0.0,Low
2023-07-31 15:10:00,0.0,0.0,0.0,Low
2023-07-31 15:20:00,0.0,0.0,0.0,Low
2023-07-31 15:30:00,0.0,0.0,0.0,Low
2023-07-31 15:40:00,0.0,0.0,0.0,Low
2023-07-31 15:50:00,0.0,0.0,0.0,Low
2023-07-31 16:00:00,0.0,0.0,0.0,Low
2023-07-31 16:10:00,0.0,0.0,0.0,Low
2023-07-31 16:20:00,0.0,0.0,0.0,Low
2023-07-31 16:30:00,0.0,0.0,0.0,Low
2023-07-31 16:40:00,0.0,0.0,0.0,Low
2023-07-31 16:50:00,0.0,0.0,0.0,Low
2023-07-31 17:00:00,0.0,0.0,0.0,Low
2023-07-31 17:10:00,0.0,0.0,0.0,Low
2023-07-31 17:20:00,0.0,0.0,0.0,Low
2023-07-31 17:30:00,0.0,0.0,0.0,Low
2023-07-31 17:40:00,0.0,0.0,0.0,Low
2023-07-31 17:50:00,0.0,0.0,0.0,Low
2023-07-31 18:00:00,0.0,0.0,0.0,Low
2023-07-31 18:10:00,0.0,0.0,0.0,Low
2023-07-31 18:20:00,0.0,0.0,0.0,Low
2023-07-31 18:30:00,0.0,0.0,0.0,Low
2023-07-31 18:40:00,0.0,0.0,0.0,Low
2023-07-31 18:50:00,0.0,0.0,0.0,Low
2023-07-31 19:00:00,0.0,0.0,0.0,Low
2023-07-31 19:10:00,0.0,0.0,0.0,Low
2023-07-31 19:20:00,0.0,0.0,0.0,Low
2023-07-31 19:30:00,0.15,0.15,0.15,Low
2023-07-31 19:40:00,0.15,0.3,0.3,Low
2023-07-31 19:50:00,0.31,0.61,0.61,Low
2023-07-31 20:00:00,0.16,0.77,0.77,Low
2023-07-31 20:10:00,0.15,0.9199999999999999,0.9199999999999999,Low
2023-07-31 20:20:00,0.16,1.08,1.08,Low
2023-07-31 20:30:00,0.16,1.0899999999999999,1.24,Low
2023-07-31 20:40:00,0.32,1.26,1.56,Low
2023-07-31 20:50:00,0.0,0.95,1.56,Low
2023-07-31 21:00:00,0.0,0.79,1.56,Low
2023-07-31 21:10:00,0.0,0.6400000000000001,1.56,Low
2023-07-31 21:20:00,0.0,0.48000000000000004,1.56,Low
2023-07-31 21:30:00,0.0,0.32,1.56,Low
2023-07-31 21:40:00,0.0,0.0,1.56,Low
2023-07-31 21:50:00,0.0,0.0,1.56,Low
2023-07-31 22:00:00,0.0,0.0,1.56,Low
2023-07-31 22:10:00,0.0,0.0,1.56,Low
2023-07-31 22:20:00,0.0,0.0,1.56,Low
2023-07-31 22:30:00,0.0,0.0,1.56,Low
2023-07-31 22:40:00,0.0,0.0,1.56,Low
2023-07-31 22:50:00,0.0,0.0,1.56,Low
2023-07-31 23:00:00,0.0,0.0,1.56,Low
2023-07-31 23:10:00,0.0,0.0,1.56,Low
2023-07-31 23:20:00,0.16,0.16,1.72,Low
2023-07-31 23:30:00,0.0,0.16,1.72,Low
2023-07-31 23:40:00,0.0,0.16,1.72,Low
2023-07-31 23:50:00,0.0,0.16,1.72,Low
2023-08-01 00:00:00,0.17,0.33,1.8900000000000001,Low
2023-08-01 00:10:00,0.0,0.33,1.8900000000000001,Low
2023-08-01 00:20:00,0.0,0.17,1.8900000000000001,Low
2023-08-01 00:30:00,0.16,0.33,2.05,Low
2023-08-01 00:40:00,0.17,0.5,2.22,Low
2023-08-01 00:50:00,0.51,1.01,2.73,Low
2023-08-01 01:00:00,0.16,1.0,2.89,Low
2023-08-01 01:10:00,0.74,1.74,3.63,Low
2023-08-01 01:20:00,0.7,2.44,4.33,Low
2023-08-01 01:30:00,0.17,2.4499999999999997,4.35,Low
2023-08-01 01:40:00,0.0,2.28,4.2,Low
2023-08-01 01:50:00,0.0,1.77,3.89,Low
2023-08-01 02:00:00,0.17,1.78,3.9,Low
2023-08-01 02:10:00,0.35,1.39,4.1,Low
2023-08-01 02:20:00,0.0,0.69,3.94,Low
2023-08-01 02:30:00,0.0,0.52,3.7800000000000002,Low
2023-08-01 02:40:00,0.0,0.52,3.46,Low
2023-08-01 02:50:00,0.18,0.7,3.6399999999999997,Low
2023-08-01 03:00:00,0.17,0.7000000000000001,3.81,Low
2023-08-01 03:10:00,0.0,0.35,3.81,Low
2023-08-01 03:20:00,0.0,0.35,3.81,Low
2023-08-01 03:30:00,0.0,0.35,3.81,Low
2023-08-01 03:40:00,0.0,0.35,3.81,Low
2023-08-01 03:50:00,0.17,0.34,3.98,Low
2023-08-01 04:00:00,0.0,0.17,3.98,Low
2023-08-01 04:10:00,0.0,0.17,3.98,Low
2023-08-01 04:20:00,0.0,0.17,3.98,Low
2023-08-01 04:30:00,0.0,0.17,3.98,Low
2023-08-01 04:40:00,0.0,0.17,3.98,Low
2023-08-01 04:50:00,0.0,0.0,3.98,Low
2023-08-01 05:00:00,0.0,0.0,3.98,Low
2023-08-01 05:10:00,0.0,0.0,3.98,Low
2023-08-01 05:20:00,0.0,0.0,3.82,Low
2023-08-01 05:30:00,0.0,0.0,3.82,Low
2023-08-01 05:40:00,0.0,0.0,3.82,Low
2023-08-01 05:50:00,0.0,0.0,3.82,Low
2023-08-01 06:00:00,0.0,0.0,3.65,Low
2023-08-01 06:10:00,0.0,0.0,3.65,Low
2023-08-01 06:20:00,0.0,0.0,3.65,Low
2023-08-01 06:30:00,0.0,0.0,3.49,Low
2023-08-01 06:40:00,0.0,0.0,3.32,Low
2023-08-01 06:50:00,0.0,0.0,2.81,Low
2023-08-01 07:00:00,1.61,1.61,4.26,Low
2023-08-01 07:10:00,0.69,2.3,4.21,Low
2023-08-01 07:20:00,0.69,2.99,4.2,Low
2023-08-01 07:30:00,0.16,3.15,4.19,Low
2023-08-01 07:40:00,0.0,3.15,4.19,Low
2023-08-01 07:50:00,0.34,3.49,4.53,Low
2023-08-01 08:00:00,2.37,4.25,6.73,Low
2023-08-01 08:10:00,0.68,4.24,7.0600000000000005,Low
2023-08-01 08:20:00,0.51,4.0600000000000005,7.570000000000001,Low
2023-08-01 08:30:00,0.69,4.59,8.260000000000002,Low
2023-08-01 08:40:00,0.0,4.59,8.260000000000002,Low
2023-08-01 08:50:00,1.05,5.300000000000001,9.13,Low
2023-08-01 09:00:00,0.0,2.93,8.96,Low
2023-08-01 09:10:00,0.17,2.42,9.13,Low
2023-08-01 09:20:00,0.0,1.9100000000000001,9.13,Low
2023-08-01 09:30:00,0.0,1.2200000000000002,9.13,Low
2023-08-01 09:40:00,0.0,1.2200000000000002,9.13,Low
2023-08-01 09:50:00,0.73,0.9,9.690000000000001,Low
2023-08-01 10:00:00,0.0,0.9,9.690000000000001,Low
2023-08-01 10:10:00,0.34,1.07,10.030000000000001,Low
2023-08-01 10:20:00,0.16,1.23,10.190000000000001,Low
2023-08-01 10:30:00,0.0,1.23,10.190000000000001,Low
2023-08-01 10:40:00,0.0,1.23,10.190000000000001,Low
2023-08-01 10:50:00,0.0,0.5,10.190000000000001,Low
2023-08-01 11:00:00,0.69,1.19,10.88,Low
2023-08-01 11:10:00,0.17,1.0199999999999998,11.05,Low
2023-08-01 11:20:00,0.0,0.86,11.05,Low
2023-08-01 11:30:00,0.0,0.86,11.05,Low
2023-08-01 11:40:00,0.0,0.86,11.05,Low
2023-08-01 11:50:00,0.0,0.86,11.05,Low
2023-08-01 12:00:00,0.0,0.17,11.05,Low
2023-08-01 12:10:00,0.0,0.0,11.05,Low
2023-08-01 12:20:00,0.0,0.0,11.05,Low
2023-08-01 12:30:00,0.0,0.0,11.05,Low
2023-08-01 12:40:00,0.0,0.0,11.05,Low
2023-08-01 12:50:00,0.0,0.0,11.05,Low
2023-08-01 13:00:00,0.0,0.0,9.44,Low
2023-08-01 13:10:00,0.0,0.0,8.75,Low
2023-08-01 13:20:00,0.0,0.0,8.06,Low
2023-08-01 13:30:00,0.0,0.0,7.9,Low
2023-08-01 13:40:00,0.0,0.0,7.9,Low
2023-08-01 13:50:00,0.0,0.0,7.5600000000000005,Low
2023-08-01 14:00:00,0.0,0.0,5.19,Low
2023-08-01 14:10:00,0.0,0.0,4.510000000000001,Low
2023-08-01 14:20:00,0.0,0.0,3.9999999999999996,Low
2023-08-01 14:30:00,0.0,0.0,3.31,Low
2023-08-01 14:40:00,0.0,0.0,3.31,Low
2023-08-01 14:50:00,0.0,0.0,2.26,Low
2023-08-01 15:00:00,0.0,0.0,2.26,Low
2023-08-01 15:10:00,0.0,0.0,2.09,Low
2023-08-01 15:20:00,0.0,0.0,2.09,Low
2023-08-01 15:30:00,0.0,0.0,2.09,Low
2023-08-01 15:40:00,0.0,0.0,2.09,Low
2023-08-01 15:50:00,0.0,0.0,1.36,Low
2023-08-01 16:00:00,0.0,0.0,1.3599999999999999,Low
2023-08-01 16:10:00,0.0,0.0,1.02,Low
2023-08-01 16:20:00,0.0,0.0,0.86,Low
2023-08-01 16:30:00,0.0,0.0,0.86,Low
2023-08-01 16:40:00,0.0,0.0,0.86,Low
2023-08-01 16:50:00,0.0,0.0,0.86,Low
2023-08-01 17:00:00,0.0,0.0,0.17,Low
2023-08-01 17:10:00,0.0,0.0,0.0,Low
2023-08-01 17:20:00,0.0,0.0,0.0,Low
2023-08-01 17:30:00,0.0,0.0,0.0,Low
2023-08-01 17:40:00,0.0,0.0,0.0,Low
2023-08-01 17:50:00,0.0,0.0,0.0,Low
2023-08-01 18:00:00,0.0,0.0,0.0,Low
2023-08-01 18:10:00,0.0,0.0,0.0,Low
2023-08-01 18:20:00,0.0,0.0,0.0,Low
2023-08-01 18:30:00,0.0,0.0,0.0,Low
2023-08-01 18:40:00,0.0,0.0,0.0,Low
2023-08-01 18:50:00,0.0,0.0,0.0,Low
2023-08-01 19:00:00,0.0,0.0,0.0,Low
2023-08-01 19:10:00,0.0,0.0,0.0,Low
2023-08-01 19:20:00,0.0,0.0,0.0,Low
2023-08-01 19:30:00,0.0,0.0,0.0,Low
2023-08-01 19:40:00,0.0,0.0,0.0,Low
2023-08-01 19:50:00,0.0,0.0,0.0,Low
2023-08-01 20:00:00,0.0,0.0,0.0,Low
2023-08-01 20:10:00,0.0,0.0,0.0,Low
2023-08-01 20:20:00,0.0,0.0,0.0,Low
2023-08-01 20:30:00,0.0,0.0,0.0,Low
2023-08-01 20:40:00,0.0,0.0,0.0,Low
2023-08-01 20:50:00,0.0,0.0,0.0,Low
2023-08-01 21:00:00,0.0,0.0,0.0,Low
2023-08-01 21:10:00,0.0,0.0,0.0,Low
2023-08-01 21:20:00,0.0,0.0,0.0,Low
2023-08-01 21:30:00,0.0,0.0,0.0,Low
2023-08-01 21:40:00,0.0,0.0,0.0,Low
2023-08-01 21:50:00,0.0,0.0,0.0,Low
2023-08-01 22:00:00,0.0,0.0,0.0,Low
2023-08-01 22:10:00,0.0,0.0,0.0,Low
2023-08-01 22:20:00,0.0,0.0,0.0,Low
2023-08-01 22:30:00,0.0,0.0,0.0,Low
2023-08-01 22:40:00,0.0,0.0,0.0,Low
2023-08-01 22:50:00,0.0,0.0,0.0,Low
2023-08-01 23:00:00,0.0,0.0,0.0,Low
2023-08-01 23:10:00,0.0,0.0,0.0,Low
2023-08-01 23:20:00,0.0,0.0,0.0,Low
2023-08-01 23:30:00,0.0,0.0,0.0,Low
2023-08-01 23:40:00,0.0,0.0,0.0,Low
2023-08-01 23:50:00,0.0,0.0,0.0,Low
2023-08-02 00:00:00,0.0,0.0,0.0,Low
2023-08-02 00:10:00,0.0,0.0,0.0,Low
2023-08-02 00:20:00,0.0,0.0,0.0,Low
2023-08-02 00:30:00,0.0,0.0,0.0,Low
2023-08-02 00:40:00,0.0,0.0,0.0,Low
2023-08-02 00:50:00,0.0,0.0,0.0,Low
2023-08-02 01:00:00,0.0,0.0,0.0,Low
2023-08-02 01:10:00,0.0,0.0,0.0,Low
2023-08-02 01:20:00,0.0,0.0,0.0,Low
2023-08-02 01:30:00,0.0,0.0,0.0,Low
2023-08-02 01:40:00,0.0,0.0,0.0,Low
2023-08-02 01:50:00,0.0,0.0,0.0,Low
2023-08-02 02:00:00,0.0,0.0,0.0,Low
2023-08-02 02:10:00,0.0,0.0,0.0,Low
2023-08-02 02:20:00,0.0,0.0,0.0,Low
2023-08-02 02:30:00,0.0,0.0,0.0,Low
2023-08-02 02:40:00,0.0,0.0,0.0,Low
2023-08-02 02:50:00,0.0,0.0,0.0,Low
2023-08-02 03:00:00,0.0,0.0,0.0,Low
2023-08-02 03:10:00,0.0,0.0,0.0,Low
2023-08-02 03:20:00,0.0,0.0,0.0,Low
2023-08-02 03:30:00,0.0,0.0,0.0,Low
2023-08-02 03:40:00,0.0,0.0,0.0,Low
2023-08-02 03:50:00,0.0,0.0,0.0,Low
2023-08-02 04:00:00,0.0,0.0,0.0,Low
2023-08-02 04:10:00,0.0,0.0,0.0,Low
2023-08-02 04:20:00,0.0,0.0,0.0,Low
2023-08-02 04:30:00,0.0,0.0,0.0,Low
2023-08-02 04:40:00,0.0,0.0,0.0,Low
2023-08-02 04:50:00,0.0,0.0,0.0,Low
2023-08-02 05:00:00,0.0,0.0,0.0,Low
2023-08-02 05:10:00,0.0,0.0,0.0,Low
2023-08-02 05:20:00,0.18,0.18,0.18,Low
2023-08-02 05:30:00,0.0,0.18,0.18,Low
2023-08-02 05:40:00,0.18,0.36,0.36,Low
2023-08-02 05:50:00,0.0,0.36,0.36,Low
2023-08-02 06:00:00,0.35,0.71,0.71,Low
2023-08-02 06:10:00,0.36,1.0699999999999998,1.0699999999999998,Low
2023-08-02 06:20:00,0.18,1.07,1.25,Low
2023-08-02 06:30:00,0.35,1.42,1.5999999999999999,Low
2023-08-02 06:40:00,0.36,1.5999999999999999,1.96,Low
2023-08-02 06:50:00,0.35,1.95,2.31,Low
2023-08-02 07:00:00,0.36,1.96,2.67,Low
2023-08-02 07:10:00,0.17,1.77,2.84,Low
2023-08-02 07:20:00,0.0,1.5899999999999999,2.84,Low
2023-08-02 07:30:00,0.0,1.24,2.84,Low
2023-08-02 07:40:00,0.18,1.0599999999999998,3.02,Low
2023-08-02 07:50:00,0.18,0.89,3.1999999999999997,Low
2023-08-02 08:00:00,0.0,0.53,3.1999999999999997,Low
